Lot/Order ID,AM or PM,Browser Info,Company,Fabric Type,Material Composition,Color/Pattern,Quantity (Meters),Price per Meter,Credit Card,CC Exp Date,CC Security Code,CC Provider,Email,IP Address,Language,Purchase Price,Shipping Address
820 - 907236,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments Inc,Silk Satin,100% Mulberry Silk,Black,212.7,45.0,9332727956878339,02/30,557,American Express,purchasing@luxegarmentsinc.com,224.103.76.43,fr,9571.5,"8625 Industrial Pkwy, Suite 236, Textile City, TX 75952"
796 - 315379,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Elite Fabrics Partners,Polyester Taffeta,100% Polyester,Off-White,834.69,4.5,0728679087406403,10/26,146,Discover,purchasing@elitefabricspartners.com,27.35.241.9,fr,3756.11,"6798 Industrial Pkwy, Suite 102, Textile City, TX 76109"
884 - 772687,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Partners,Jacquard,70% Cotton / 30% Silk,Blush Pink,1243.87,28.5,6618251286823004,08/31,836,Discover,purchasing@classictailorspartners.com,75.235.177.40,fr,35450.29,"3188 Industrial Pkwy, Suite 489, Textile City, TX 75924"
132 - 948799,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion LLC,Velvet,100% Rayon,Black,1170.18,22.0,1190790306738302,09/28,339,American Express,purchasing@ecoweavefashionllc.com,221.164.121.78,de,25743.96,"8640 Industrial Pkwy, Suite 123, Textile City, TX 78387"
407 - 388519,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors Partners,Denim,100% Cotton,Olive Green,648.38,12.5,0568566246287334,12/27,925,Discover,purchasing@classictailorspartners.com,118.68.198.63,fr,8104.75,"3431 Industrial Pkwy, Suite 179, Textile City, TX 75647"
560 - 988283,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Elite Fabrics LLC,Chiffon,100% Polyester,Emerald Green,1058.66,6.25,0469901398373540,04/27,859,Visa,purchasing@elitefabricsllc.com,192.104.203.235,de,6616.63,"9145 Industrial Pkwy, Suite 174, Textile City, TX 77318"
489 - 588899,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments Inc,Merino Wool,100% Merino Wool,Crimson Red,334.48,35.0,8771753556093204,09/30,693,Discover,purchasing@luxegarmentsinc.com,70.194.125.128,zh,11706.8,"5630 Industrial Pkwy, Suite 141, Textile City, TX 79002"
840 - 772865,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Inc,Jacquard,70% Cotton / 30% Silk,Navy Blue,591.14,28.5,2287280801006231,12/27,109,Mastercard,purchasing@voguetrendsltdinc.com,170.247.249.5,en,16847.49,"8819 Industrial Pkwy, Suite 292, Textile City, TX 78369"
112 - 117538,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Partners,Merino Wool,100% Merino Wool,Off-White,997.92,35.0,2118233984546156,08/30,349,Mastercard,purchasing@globalapparelcorppartners.com,231.16.47.104,es,34927.2,"6279 Industrial Pkwy, Suite 292, Textile City, TX 78899"
157 - 767678,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. Partners,Denim,100% Cotton,Emerald Green,901.2,12.5,6591803397401489,11/26,283,American Express,purchasing@stitchandthreadco.partners.com,204.203.39.77,de,11265.0,"9339 Industrial Pkwy, Suite 133, Textile City, TX 79642"
954 - 990704,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors LLC,Jacquard,70% Cotton / 30% Silk,Blush Pink,676.18,28.5,1850163159996504,08/29,333,American Express,purchasing@classictailorsllc.com,186.194.43.198,zh,19271.13,"4939 Industrial Pkwy, Suite 418, Textile City, TX 77018"
830 - 177077,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Partners,Silk Satin,100% Mulberry Silk,Indigo Blue,179.95,45.0,2655110475412126,08/30,668,Discover,purchasing@voguetrendsltdpartners.com,153.47.166.222,es,8097.75,"302 Industrial Pkwy, Suite 159, Textile City, TX 78389"
497 - 917018,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom LLC,Velvet,100% Rayon,Black,333.54,22.0,6224447212646471,06/28,352,Discover,purchasing@nordicloomllc.com,39.69.155.2,es,7337.88,"5543 Industrial Pkwy, Suite 440, Textile City, TX 78112"
923 - 445549,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors LLC,Velvet,100% Rayon,Olive Green,310.89,22.0,4593752654793564,07/28,216,Mastercard,purchasing@classictailorsllc.com,208.13.236.242,it,6839.58,"3534 Industrial Pkwy, Suite 234, Textile City, TX 77386"
951 - 826490,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures LLC,Silk Satin,100% Mulberry Silk,Emerald Green,1003.52,45.0,4342661797968868,01/32,468,Visa,purchasing@moderntexturesllc.com,102.85.22.145,it,45158.4,"6647 Industrial Pkwy, Suite 395, Textile City, TX 77716"
915 - 551365,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Stitch & Thread Co. Inc,Silk Satin,100% Mulberry Silk,Off-White,1255.41,45.0,3888993756798250,08/26,402,Discover,purchasing@stitchandthreadco.inc.com,198.72.178.80,fr,56493.45,"7560 Industrial Pkwy, Suite 411, Textile City, TX 76694"
633 - 606384,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Stitch & Thread Co. Partners,Canvas,100% Heavy Cotton,Crimson Red,320.26,11.0,7514010512382825,09/29,573,Mastercard,purchasing@stitchandthreadco.partners.com,180.221.202.8,it,3522.86,"3332 Industrial Pkwy, Suite 240, Textile City, TX 79851"
539 - 507723,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Inc,Polyester Taffeta,100% Polyester,Mustard Yellow,1276.0,4.5,1918255371478596,10/29,701,Visa,purchasing@ecoweavefashioninc.com,170.88.152.236,zh,5742.0,"9769 Industrial Pkwy, Suite 53, Textile City, TX 76097"
420 - 223586,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Stitch & Thread Co. LLC,Polyester Taffeta,100% Polyester,Navy Blue,948.14,4.5,5286692966278282,08/28,243,Mastercard,purchasing@stitchandthreadco.llc.com,233.183.4.125,de,4266.63,"3296 Industrial Pkwy, Suite 427, Textile City, TX 78145"
675 - 629990,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Jacquard,70% Cotton / 30% Silk,Olive Green,214.16,28.5,7721903404384279,12/32,884,Discover,purchasing@moderntexturespartners.com,41.137.187.139,en,6103.56,"7331 Industrial Pkwy, Suite 289, Textile City, TX 76790"
535 - 207391,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Partners,Velvet,100% Rayon,Olive Green,294.15,22.0,4517133959629233,01/30,459,American Express,purchasing@globalapparelcorppartners.com,192.149.148.147,fr,6471.3,"8528 Industrial Pkwy, Suite 470, Textile City, TX 75780"
238 - 886530,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments LLC,Chiffon,100% Polyester,Navy Blue,524.57,6.25,2325367294667116,09/31,384,American Express,purchasing@luxegarmentsllc.com,12.47.234.163,it,3278.56,"5969 Industrial Pkwy, Suite 445, Textile City, TX 75518"
914 - 660384,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors LLC,Chiffon,100% Polyester,Indigo Blue,1488.17,6.25,7454589297500170,02/32,261,Discover,purchasing@classictailorsllc.com,121.103.67.226,it,9301.06,"5045 Industrial Pkwy, Suite 91, Textile City, TX 77244"
195 - 786385,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Stitch & Thread Co. Inc,Polyester Taffeta,100% Polyester,Off-White,1482.82,4.5,2064361103712938,11/29,109,Visa,purchasing@stitchandthreadco.inc.com,120.67.244.19,de,6672.69,"6376 Industrial Pkwy, Suite 55, Textile City, TX 75839"
205 - 428572,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Partners,Velvet,100% Rayon,Blush Pink,559.73,22.0,2218909275326973,02/26,243,Visa,purchasing@voguetrendsltdpartners.com,121.161.71.64,fr,12314.06,"1480 Industrial Pkwy, Suite 137, Textile City, TX 79533"
715 - 729153,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Luxe Garments LLC,Canvas,100% Heavy Cotton,Black,660.25,11.0,8983640376137918,01/28,424,Mastercard,purchasing@luxegarmentsllc.com,151.88.241.245,en,7262.75,"373 Industrial Pkwy, Suite 310, Textile City, TX 75553"
114 - 374921,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Global Apparel Corp Partners,Canvas,100% Heavy Cotton,Black,969.73,11.0,8486661889241418,04/32,259,American Express,purchasing@globalapparelcorppartners.com,225.33.158.179,es,10667.03,"4009 Industrial Pkwy, Suite 39, Textile City, TX 77002"
188 - 555589,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Nordic Loom Group,Polyester Taffeta,100% Polyester,Blush Pink,444.37,4.5,4210202758842524,12/26,889,Visa,purchasing@nordicloomgroup.com,28.134.39.128,es,1999.66,"8468 Industrial Pkwy, Suite 194, Textile City, TX 75454"
611 - 694423,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Vogue Trends Ltd Inc,Linen Blend,55% Linen / 45% Cotton,Mustard Yellow,409.98,14.2,1913800030756220,09/32,831,Discover,purchasing@voguetrendsltdinc.com,196.163.138.212,en,5821.72,"9464 Industrial Pkwy, Suite 200, Textile City, TX 75978"
614 - 806033,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Group,Linen Blend,55% Linen / 45% Cotton,Olive Green,1152.7,14.2,6174451870534949,04/29,477,Discover,purchasing@ecoweavefashiongroup.com,74.77.3.239,es,16368.34,"491 Industrial Pkwy, Suite 129, Textile City, TX 79436"
454 - 766833,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Global Apparel Corp Partners,Jacquard,70% Cotton / 30% Silk,Crimson Red,973.96,28.5,4138367024103865,08/31,186,Visa,purchasing@globalapparelcorppartners.com,112.38.31.112,it,27757.86,"2241 Industrial Pkwy, Suite 131, Textile City, TX 77389"
367 - 992247,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Urban Outfitters Inc. Inc,Chiffon,100% Polyester,Charcoal Grey,721.85,6.25,7431329121277561,09/28,888,Mastercard,purchasing@urbanoutfittersinc.inc.com,230.61.46.41,it,4511.56,"5084 Industrial Pkwy, Suite 433, Textile City, TX 79942"
141 - 325465,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Stitch & Thread Co. LLC,Linen Blend,55% Linen / 45% Cotton,Crimson Red,337.29,14.2,5680442067883171,03/26,112,Visa,purchasing@stitchandthreadco.llc.com,114.190.43.150,zh,4789.52,"4340 Industrial Pkwy, Suite 479, Textile City, TX 75614"
122 - 167603,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Organic Cotton,100% Organic Cotton,Indigo Blue,940.45,8.75,5107029667066253,03/28,386,Discover,purchasing@voguetrendsltdgroup.com,169.125.151.128,es,8228.94,"9122 Industrial Pkwy, Suite 255, Textile City, TX 75499"
189 - 393366,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Classic Tailors LLC,Denim,100% Cotton,Charcoal Grey,134.96,12.5,8380657875985642,01/28,711,Mastercard,purchasing@classictailorsllc.com,132.183.119.250,de,1687.0,"1740 Industrial Pkwy, Suite 136, Textile City, TX 76975"
372 - 659614,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Nordic Loom Partners,Denim,100% Cotton,Off-White,131.44,12.5,5223955905992937,09/28,279,Discover,purchasing@nordicloompartners.com,166.112.10.135,es,1643.0,"111 Industrial Pkwy, Suite 179, Textile City, TX 76650"
925 - 236828,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Urban Outfitters Inc. Group,Polyester Taffeta,100% Polyester,Crimson Red,1075.42,4.5,0292185156915452,03/31,547,Discover,purchasing@urbanoutfittersinc.group.com,155.182.114.171,zh,4839.39,"2972 Industrial Pkwy, Suite 203, Textile City, TX 77513"
851 - 821942,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Vogue Trends Ltd Group,Polyester Taffeta,100% Polyester,Navy Blue,66.52,4.5,9690295939172513,06/28,271,Visa,purchasing@voguetrendsltdgroup.com,65.127.34.90,fr,299.34,"1870 Industrial Pkwy, Suite 378, Textile City, TX 75010"
149 - 504684,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Partners,Organic Cotton,100% Organic Cotton,Blush Pink,283.31,8.75,7658617932710405,05/26,175,American Express,purchasing@voguetrendsltdpartners.com,31.47.173.153,zh,2478.96,"8009 Industrial Pkwy, Suite 370, Textile City, TX 75253"
541 - 785386,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Denim,100% Cotton,Blush Pink,177.06,12.5,1533688444310698,08/27,155,American Express,purchasing@voguetrendsltdgroup.com,222.245.102.25,en,2213.25,"3490 Industrial Pkwy, Suite 97, Textile City, TX 77390"
183 - 596574,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Partners,Organic Cotton,100% Organic Cotton,Off-White,174.28,8.75,7418625652704774,04/32,375,Visa,purchasing@classictailorspartners.com,100.211.116.142,en,1524.95,"6442 Industrial Pkwy, Suite 429, Textile City, TX 79280"
528 - 661527,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Modern Textures Inc,Linen Blend,55% Linen / 45% Cotton,Crimson Red,1259.46,14.2,1608989921722332,01/29,180,Discover,purchasing@moderntexturesinc.com,78.163.34.23,es,17884.33,"9215 Industrial Pkwy, Suite 213, Textile City, TX 79522"
433 - 998235,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Global Apparel Corp Partners,Denim,100% Cotton,Crimson Red,449.35,12.5,1622999119148564,07/31,597,Discover,purchasing@globalapparelcorppartners.com,48.205.19.102,fr,5616.88,"3992 Industrial Pkwy, Suite 35, Textile City, TX 78892"
375 - 490532,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Luxe Garments Inc,Denim,100% Cotton,Olive Green,1197.66,12.5,4713247546913736,12/29,877,American Express,purchasing@luxegarmentsinc.com,28.159.206.35,zh,14970.75,"9417 Industrial Pkwy, Suite 24, Textile City, TX 76423"
297 - 973390,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",EcoWeave Fashion Group,Polyester Taffeta,100% Polyester,Crimson Red,1264.6,4.5,7053457861035797,03/32,585,American Express,purchasing@ecoweavefashiongroup.com,78.46.145.8,es,5690.7,"913 Industrial Pkwy, Suite 93, Textile City, TX 79687"
898 - 324729,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",EcoWeave Fashion Inc,Chiffon,100% Polyester,Charcoal Grey,1031.93,6.25,6800722903494466,06/29,358,Mastercard,purchasing@ecoweavefashioninc.com,223.203.52.2,zh,6449.56,"6231 Industrial Pkwy, Suite 297, Textile City, TX 79864"
723 - 396408,PM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Modern Textures Group,Canvas,100% Heavy Cotton,Blush Pink,613.0,11.0,5454443283096520,11/29,402,American Express,purchasing@moderntexturesgroup.com,21.97.175.186,it,6743.0,"3743 Industrial Pkwy, Suite 361, Textile City, TX 79379"
753 - 923024,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics Inc,Merino Wool,100% Merino Wool,Black,476.37,35.0,2824172482513534,07/32,439,American Express,purchasing@elitefabricsinc.com,229.60.240.14,it,16672.95,"9661 Industrial Pkwy, Suite 307, Textile City, TX 75583"
583 - 303993,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Elite Fabrics Inc,Chiffon,100% Polyester,Charcoal Grey,353.6,6.25,6022356972521752,06/31,159,Visa,purchasing@elitefabricsinc.com,210.86.81.126,en,2210.0,"2220 Industrial Pkwy, Suite 324, Textile City, TX 78552"
748 - 550268,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Partners,Organic Cotton,100% Organic Cotton,Off-White,1244.57,8.75,0083505830033542,02/29,615,American Express,purchasing@moderntexturespartners.com,88.148.233.187,zh,10889.99,"9870 Industrial Pkwy, Suite 278, Textile City, TX 77767"
544 - 820141,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Modern Textures Inc,Velvet,100% Rayon,Indigo Blue,1009.86,22.0,3260332309821506,11/28,889,Visa,purchasing@moderntexturesinc.com,179.10.24.177,en,22216.92,"6928 Industrial Pkwy, Suite 237, Textile City, TX 78115"
226 - 673867,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd LLC,Merino Wool,100% Merino Wool,Olive Green,1461.02,35.0,0461849926189141,02/29,303,Mastercard,purchasing@voguetrendsltdllc.com,103.209.151.42,en,51135.7,"9080 Industrial Pkwy, Suite 264, Textile City, TX 76701"
804 - 604012,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",Global Apparel Corp Group,Merino Wool,100% Merino Wool,Mustard Yellow,1212.31,35.0,1197218114374470,02/32,278,Visa,purchasing@globalapparelcorpgroup.com,92.218.59.25,en,42430.85,"258 Industrial Pkwy, Suite 446, Textile City, TX 76133"
779 - 778636,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Urban Outfitters Inc. Partners,Organic Cotton,100% Organic Cotton,Off-White,653.24,8.75,9415521667467621,03/31,843,Visa,purchasing@urbanoutfittersinc.partners.com,163.247.224.47,zh,5715.85,"6321 Industrial Pkwy, Suite 408, Textile City, TX 77937"
726 - 130216,AM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Modern Textures Group,Chiffon,100% Polyester,Mustard Yellow,1012.38,6.25,6701450899358891,07/31,844,Mastercard,purchasing@moderntexturesgroup.com,176.197.76.215,zh,6327.38,"994 Industrial Pkwy, Suite 15, Textile City, TX 76285"
617 - 990079,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Vogue Trends Ltd Group,Chiffon,100% Polyester,Mustard Yellow,222.12,6.25,7535408386631779,08/26,977,Discover,purchasing@voguetrendsltdgroup.com,139.9.52.104,es,1388.25,"687 Industrial Pkwy, Suite 295, Textile City, TX 79498"
100 - 966028,AM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Elite Fabrics LLC,Jacquard,70% Cotton / 30% Silk,Olive Green,592.14,28.5,7550375899757113,01/28,463,American Express,purchasing@elitefabricsllc.com,39.23.84.127,de,16875.99,"6804 Industrial Pkwy, Suite 64, Textile City, TX 77083"
725 - 305438,AM,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Classic Tailors LLC,Velvet,100% Rayon,Navy Blue,1390.34,22.0,7351609177982708,12/26,666,Discover,purchasing@classictailorsllc.com,211.90.88.188,de,30587.48,"1796 Industrial Pkwy, Suite 208, Textile City, TX 79919"
720 - 437477,PM,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Nordic Loom LLC,Polyester Taffeta,100% Polyester,Crimson Red,1472.94,4.5,4654722698485833,04/30,831,American Express,purchasing@nordicloomllc.com,178.91.165.182,en,6628.23,"5871 Industrial Pkwy, Suite 297, Textile City, TX 78935"
696 - 698357,PM,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Classic Tailors Group,Silk Satin,100% Mulberry Silk,Black,1308.65,45.0,8106200342442043,09/26,467,Discover,purchasing@classictailorsgroup.com,201.114.199.61,zh,58889.25,"4812 Industrial Pkwy, Suite 364, Textile City, TX 75384"
